state_load,state_hour,state_pv,state_battery_soc,state_capa_to_charge,state_capa_to_discharge,state_grid_status,state_grid_co2,state_grid_price_import,state_grid_price_export,state_co2_emission,state_pv_load_diff,state_cost,state_normalized_cost,state_prev_load,state_prev_pv,state_prev_grid_price_import,state_prev_grid_co2,state_prev_action_grid_import,state_cost_co2,state_sum_load,action_battery_power,config_starting_time_step,config_cost_battery,episode,iteration
22619.82586542629,14.0,11625.283678606,0.4066490321901096,43054.205503138764,12145.693542457599,1.0,0.29834836,0.08,0.0,0.0,-10994.54218682029,0.0,-0.00038213645225031504,22732.271689273868,20840.447570183926,0.08,0.297289366,0.0,0.1,543229.6437556096,-1891.8241190899425,0,0,0,302
22460.107382588387,15.0,2339.2339109390123,0.21958589789172697,56627.71437575641,1151.1513556373075,1.0,0.255318771,0.08,0.0,0.0,-20120.873471649375,0.0,-0.0022229709881733933,22619.82586542629,11625.283678606,0.08,0.29834836,0.0,0.1,543229.6437556096,-10994.54218682029,0,0,0,303
17030.7899376883,16.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.205694763,0.2,0.0,4843.32613687172,-17030.7899376883,2001.9103829681376,-0.0002236313220072873,22460.107382588387,2339.2339109390123,0.08,0.255318771,18969.722116012068,0.1,543229.6437556096,-1151.1513556373075,0,0,0,304
17571.05946982093,17.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.191123325,0.2,0.0,3503.1442999355795,-17571.05946982093,3756.472417531218,0.0,17030.7899376883,0.0,0.2,0.205694763,17030.7899376883,0.1,543229.6437556096,0,0,0,0,305
17571.536710499688,18.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.18639108100000001,0.2,0.0,3358.2393096449136,-17571.536710499688,3850.035824928678,0.0,17571.05946982093,0.0,0.2,0.191123325,17571.05946982093,0.1,543229.6437556096,0,0,0,0,306
17571.780415408422,19.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.18849221100000002,0.2,0.0,3275.177722301221,-17571.780415408422,3841.8251143300595,0.0,17571.536710499688,0.0,0.2,0.18639108100000001,17571.536710499688,0.1,543229.6437556096,0,0,0,0,307
7565.765018421325,20.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.19446740399999998,0.2,0.0,3312.1437417068323,-7565.765018421325,3845.5704572523678,0.0,17571.780415408422,0.0,0.2,0.18849221100000002,17571.780415408422,0.1,543229.6437556096,0,0,0,0,308
7570.299925383193,21.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.213983098,0.2,0.0,1471.2946824064072,-7570.299925383193,1660.2824719249058,0.0,7565.765018421325,0.0,0.2,0.19446740399999998,7565.765018421325,0.1,543229.6437556096,0,0,0,0,309
7670.18541252258,22.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.239654552,0.2,0.0,1619.9162308226646,-7670.18541252258,1676.051608158905,0.0,7570.299925383193,0.0,0.2,0.213983098,7570.299925383193,0.1,543229.6437556096,0,0,0,0,310
7573.474504205703,23.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.268720494,0.08,0.0,1838.194848795034,-7573.474504205703,1717.8565673840194,0.0,7670.18541252258,0.0,0.2,0.239654552,7670.18541252258,0.1,543229.6437556096,0,0,0,0,311
7572.837651670117,0.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.288166495,0.08,0.0,2035.1478100665613,-7572.837651670117,809.3927413431124,0.0,7573.474504205703,0.0,0.08,0.268720494,7573.474504205703,0.1,543229.6437556096,0,0,0,0,312
7571.570413407801,1.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.29190811899999997,0.08,0.0,2182.238083285809,-7571.570413407801,824.0508204621904,0.0,7572.837651670117,0.0,0.08,0.288166495,7572.837651670117,0.1,543229.6437556096,0,0,0,0,313
7571.239935483793,2.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.291220485,0.08,0.0,2210.2028772539234,-7571.239935483793,826.7459207980164,0.0,7571.570413407801,0.0,0.08,0.29190811899999997,7571.570413407801,0.1,543229.6437556096,0,0,0,0,314
7600.907403939623,3.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.29111271699999997,0.08,0.0,2204.9001660629588,-7600.907403939623,826.1892114449993,0.0,7571.239935483793,0.0,0.08,0.291220485,7571.239935483793,0.1,543229.6437556096,0,0,0,0,315
7598.623261348062,4.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.294619867,0.2,0.0,2212.7208060262797,-7598.623261348062,829.3446729177978,0.0,7600.907403939623,0.0,0.08,0.29111271699999997,7600.907403939623,0.1,543229.6437556096,0,0,0,0,316
7600.197189110838,5.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.292544121,0.2,0.0,2238.705374641472,-7600.197189110838,1743.5951897337598,0.0,7598.623261348062,0.0,0.2,0.294619867,7598.623261348062,0.1,543229.6437556096,0,0,0,0,317
6812.888684337157,6.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.303157442,0.2,0.0,2223.393006115101,-6812.888684337157,1742.3787384336777,0.0,7600.197189110838,0.0,0.2,0.292544121,7600.197189110838,0.1,543229.6437556096,0,0,0,0,318
6424.420492991848,7.0,1134.1740174249755,0.19999999999999998,58048.88888888889,0.0,1.0,0.29993070899999996,0.2,0.0,2065.377906174398,-5290.2464755668725,1569.1155274848716,0.0,6812.888684337157,0.0,0.2,0.303157442,6812.888684337157,0.1,543229.6437556096,0,0,0,0,319
6427.438442541376,8.0,4253.152565343658,0.19999999999999998,58048.88888888889,0.0,1.0,0.289089098,0.2,0.0,1586.707376201523,-2174.285877197718,1216.7200327335268,0.0,6424.420492991848,1134.1740174249755,0.2,0.29993070899999996,5290.2464755668725,0.1,543229.6437556096,0,0,0,0,320
6427.35909190684,9.0,8506.305130687317,0.19999999999999998,58048.88888888889,0.0,1.0,0.286683668,0.2,0.0,628.5623430332271,2078.9460387804766,497.71340974286636,0.0,6427.438442541376,4253.152565343658,0.2,0.289089098,2174.285877197718,0.1,543229.6437556096,0,0,0,0,321
6521.208544994794,10.0,28779.665692158753,0.22865096753544795,55969.94285010841,1683.946291412186,1.0,0.28801689,0.2,0.0,0.0,22258.457147163957,0.0,0.0,6427.35909190684,8506.305130687317,0.2,0.286683668,0.0,0.1,543229.6437556096,2078.9460387804766,0,0,0,322
6428.642604880563,11.0,30410.040842207156,0.4536613036506,39642.942850108404,14908.816291412188,1.0,0.282436345,0.2,0.0,5.238996709522326e-13,23981.398237326594,4.161878478043946e-13,7.6613611313087855e-19,6521.208544994794,28779.665692158753,0.2,0.28801689,1.8189894035458565e-12,0.1,543229.6437556096,16327,0,0,0,323
